Id,Prediction
0,4176317.75
1,3731989.625
2,3635967.75
3,3438345.5
4,3969965.75
5,4516880.5
6,3993106.25
7,4029512.5
8,4980964.25
9,4103348.875
10,4573134.375
11,4735077.875
12,4522418.25
13,4569400.625
14,4318373
15,4852711.25
16,4849589.125
17,3788762.25
18,5245337.5
19,3924696.125
20,3210042.5
21,5002031.625
22,4439342.625
23,5223475.875
24,5011840
25,4009736.625
26,3708910.5
27,4782838.75
28,3831971.875
29,4697487.75
30,4375683.375
31,3392302.125
32,3673256
33,4832884.125
34,3409583.375
35,4381068.25
36,4056178
37,4595779.75
38,3518207.25
39,3899484.125
40,4632991
41,4570949.375
42,5006130
43,4817021.5
44,5365904.875
45,4237277.625
46,3518145.625
47,3120099.125
48,4911759.25
49,4390159.125
50,4452348.625
51,4087734.75
52,4928499.75
53,3470835.125
54,3517342.5
55,4648573.375
56,5350471.125
57,4179516.125
58,4607925.875
59,4970859
60,3115181.625
61,3886186.375
62,4090125.125
63,4150313.125
64,4756002.125
65,5575302.375
66,4534523.5
67,5474243.625
68,5173939.125
69,4699484.25
70,4048302.5
71,3512773.75
72,4418939
73,3784198.875
74,5080627.25
75,4497891.375
76,4786069.375
77,4154951.625
78,4682134.375
79,4368920.875
80,5187394.625
81,4734669.875
82,3988831.875
83,4383172.5
84,5339670.875
85,2591507
86,4546328.125
87,4836966.625
88,4483683.625
89,3960341.5
90,5110603.375
91,4199377
92,3797998.375
93,4302167
94,5207766.375
95,3820014.5
96,4484306.5
97,4424282.75
98,3946286
99,4741321.875
100,4403759.375
101,2985653
102,3846697
103,3632653
104,4004206.375
105,3474035
106,4428753.125
107,4820074.875
108,4857750
109,4860154.125
110,4969000
111,4363299
112,4855423.75
113,4618632.25
114,4005342.125
115,4785883.75
116,3472297.625
117,4969410.875
118,4018573.75
119,4735632.875
120,5114111.625
121,4762343.375
122,4199803.25
123,5263451.75
124,3645683.875
125,4075469.875
126,5125094
127,3876330.625
128,4159626.125
129,4477860.125
130,3121408.25
131,4702228.25
132,5212200.125
133,3586330.125
134,4473719.25
135,4063732.25
136,4211035.75
137,4258540
138,4324940.125
139,4437853.5
140,5563663.625
141,3112713.125
142,4941295.5
143,3288606.5
144,4728107.75
145,4009319.125
146,4790146.375
147,3557202
148,4433979.625
149,4564746
150,4076031.25
151,3545954.125
152,5140384.625
153,5389026.875
154,3726078.625
155,4927917.75
156,5087929.75
157,4908808.875
158,3801015.5
159,4019003.375
160,3540252.5
161,4203425.375
162,3926670.875
163,5175952.125
164,5639946.75
165,3617636.5
166,4433332.25
167,3966040.875
168,4363197.875
169,4959547.125
170,4063153.375
171,3380043.25
172,3907764.5
173,4646580.875
174,4678550.875
175,3622342.25
176,5556380.25
177,5031516.5
178,4230908.75
179,3809365.25
180,4335421.625
181,4320635.125
182,4791525.25
183,4194100.875
184,4644107.875
185,3616382.25
186,3900149.375
187,4978996.5
188,5366161.75
189,4801585.875
190,4261141.125
191,4968547
192,5225322.625
193,3958939.375
194,4538857.125
195,4489588.75
196,4120196.875
197,3134539.625
198,3923372.875
199,4470691.25
200,4279807.625
201,3905762.75
202,4494113.25
203,4699837.625
204,4926170
205,4997980
206,5062240.375
207,4265012.625
208,4606198.125
209,3992100
210,4610924.75
211,4728292
212,3752369
213,3448329.75
214,5457203
215,2577464.75
216,4561620.125
217,4820613.375
218,4412688.125
219,3142570.5
220,5263846
221,4937550.625
222,5066092.25
223,4188533.875
224,4942313.125
225,4428495.875
226,3968222.25
227,5614242.875
228,3470373
229,4901585.75
230,4678562.75
231,5597130.75
232,4484996
233,4222602
234,3813343.25
235,4641048.625
236,4248010.125
237,3818901
238,4346041.25
239,4536488.5
240,4270005.625
241,4065316.875
242,3417238.25
243,4271926.5
244,4923389.5
245,4810038.25
246,4141239.625
247,4610320.75
248,4470743.375
249,4427317.125
250,3382166.75
251,4681864
252,5344188.875
253,4278328.125
254,4644394.75
255,4043276.625
256,4449821.625
257,4417007.875
