Id,Prediction
0,4170210
1,3756823
2,3579554
3,3402832
4,3951938
5,4423492
6,4011574
7,4003124
8,4903430
9,4128741
10,4637665
11,4646809
12,4576522
13,4520591
14,4319412
15,4792878
16,4851355
17,3773930
18,5160348
19,3961779
20,3184760
21,4966263
22,4417143
23,5167777
24,4887840
25,3959435
26,3690732
27,4866186
28,3924417
29,4759954
30,4486337
31,3361315
32,3646152
33,4795767
34,3403473
35,4368494
36,4086548
37,4663622
38,3529454
39,3863475
40,4728792
41,4603453
42,5038144
43,4794132
44,5288889
45,4364475
46,3477547
47,3081943
48,4824930
49,4454195
50,4509631
51,4099734
52,4927250
53,3461967
54,3536060
55,4650953
56,5408895
57,4067771
58,4573137
59,4965380
60,3135559
61,3881485
62,4085955
63,4137107
64,4820887
65,5531541
66,4562536
67,5389735
68,5101759
69,4685234
70,4011348
71,3487726
72,4428748
73,3839361
74,5037054
75,4574313
76,4796181
77,4160859
78,4710253
79,4383817
80,5028399
81,4733909
82,3994521
83,4374304
84,5252193
85,2602832
86,4529307
87,4778667
88,4418235
89,3933432
90,5077501
91,4136180
92,3796181
93,4205664
94,5185845
95,3766800
96,4557780
97,4432918
98,3974948
99,4750477
100,4386017
101,3024940
102,3807216
103,3572128
104,3979397
105,3543732
106,4444559
107,4742069
108,4858532
109,4757839
110,4980856
111,4304196
112,4817546
113,4570394
114,3988691
115,4704250
116,3458991
117,5015969
118,4070214
119,4773637
120,5025463
121,4757289
122,4210970
123,5127570
124,3655973
125,4096853
126,5102288
127,3880387
128,4200599
129,4492831
130,3145830
131,4751590
132,5202899
133,3629003
134,4495138
135,4079778
136,4288950
137,4306740
138,4294903
139,4438944
140,5539391
141,3111891
142,4898084
143,3282924
144,4788018
145,4091147
146,4809285
147,3627776
148,4487751
149,4619848
150,4052690
151,3504855
152,5088071
153,5367989
154,3748671
155,4953686
156,5047662
157,4827181
158,3760372
159,4056329
160,3496508
161,4194221
162,3921497
163,5089451
164,5600266
165,3562420
166,4426370
167,3957433
168,4220221
169,4844991
170,4069085
171,3321518
172,3872812
173,4516581
174,4612641
175,3602282
176,5469530
177,5054260
178,4175746
179,3825446
180,4357311
181,4289643
182,4860566
183,4227769
184,4632609
185,3621402
186,3880421
187,4961856
188,5258990
189,4864581
190,4360151
191,4894852
192,5198339
193,3913109
194,4495523
195,4477674
196,4143709
197,3137271
198,3887525
199,4419154
200,4259247
201,3904238
202,4484350
203,4608551
204,4903008
205,5004544
206,4980469
207,4301491
208,4652547
209,4012384
210,4665830
211,4837496
212,3737472
213,3458174
214,5315620
215,2596578
216,4542463
217,4818845
218,4308107
219,3119408
220,5248396
221,4890047
222,4964782
223,4185253
224,4939063
225,4447461
226,3953714
227,5596249
228,3447588
229,4906206
230,4656470
231,5422026
232,4558420
233,4227360
234,3770162
235,4626923
236,4221759
237,3792392
238,4390322
239,4525856
240,4235195
241,4035897
242,3413274
243,4314268
244,4879424
245,4867750
246,4167599
247,4656298
248,4513973
249,4398287
250,3362050
251,4661644
252,5279741
253,4326747
254,4665854
255,4037643
256,4402659
257,4515873
258,3798662
259,4233992
260,4217449
261,4096855
262,5263742
263,4214185
264,2900618
265,5125112
266,4303482
267,5655812
268,4816558
269,4231081
270,3809433
271,3201810
272,4903988
273,4623177
274,3882582
275,5208683
276,5473229
277,5170117
278,4607544
279,4264786
280,5081757
281,3980640
282,3419399
283,3969620
284,4702286
285,3201578
286,4890771
287,4175477
288,4581076
289,3637291
290,4345249
291,4449366
292,3461048
293,4485561
294,3872638
295,5058759
296,4834616
297,5354211
298,4373133
299,5076032
300,4449562
301,4907659
302,4997402
303,5139971
304,4220720
305,4884952
306,4108991
307,4869211
308,2777178
309,4329786
310,4520325
311,4036009
312,3489182
313,4393334
314,3636287
315,3900722
316,3373910
317,4490699
318,5295415
319,4160084
320,4125061
321,3652310
322,4184737
323,4557558
324,4548947
325,4150113
326,4841758
327,4558005
328,4637228
329,5044432
330,3597421
331,4951744
332,4888730
333,5239673
334,5018621
335,4476993
336,3263189
337,4574620
338,4165305
339,3659026
340,4713575
341,4545479
342,4745780
343,4735076
344,4450824
345,3977537
346,3935687
347,5323471
348,3447764
349,4804925
350,4500904
351,5120199
352,5383436
353,4075615
354,3851107
355,4356703
356,4965894
357,4412246
358,4868490
359,5130420
360,4492831
361,4285941
362,4131353
363,4510486
364,4993823
365,4007999
366,3242492
367,3788681
368,4000986
369,4627047
370,3985680
371,4571176
372,4589734
373,5049529
374,3928722
375,4659428
376,4027702
377,3954753
378,4937631
379,4455900
380,4922105
381,3943044
382,3452708
383,4776963
384,4038014
385,5473119
386,4085615
387,4816795
388,4620188
389,4526868
390,5217521
391,3850459
392,3874919
393,4462095
394,5168110
395,3816545
396,5138666
397,5014007
398,4959076
399,5107384
400,3539963
401,3874518
402,3813713
403,4621799
404,3709954
405,4392068
406,4740635
407,4403600
408,3006669
409,3802916
410,3611378
411,4064455
412,4528155
413,4930875
414,5171943
415,4196914
416,5112954
417,2933325
418,4184485
419,4042521
420,4502174
421,4946940
422,4603640
423,4038482
424,4727083
425,4536544
426,4438449
427,3715009
428,4886625
429,3576455
430,3807727
431,4078726
432,3067690
433,4311923
434,3677005
435,4602981
436,3920612
437,3278607
438,3520610
439,5180973
440,4690901
441,4790276
442,4425660
443,4834751
444,4598376
445,4355603
446,5386827
447,4390093
448,4731796
449,5276109
450,4986649
451,3784437
452,3690929
453,4884571
454,4733505
455,4145055
456,3480316
457,4242317
458,4332389
459,3242185
460,5100802
461,4697360
462,5245020
463,3572845
464,4630939
465,3708427
466,4306709
467,3539761
468,4202659
469,4505633
470,4103708
471,4507451
472,3656649
473,4619143
474,4755036
475,4068940
476,3769447
477,4826283
478,4219580
479,4837948
480,3955449
481,5227275
