Id,Prediction
0,4054565
1,3913377
2,3788012
3,3683182
4,3928053
5,4436453
6,4095114
7,4095207
8,4648933
9,4057599
10,4471607
11,4429199
12,4720692
13,4797590
14,4243068
15,4792825
16,4809717
17,3916702
18,4911567
19,4040489
20,3574372
21,4826873
22,4108878
23,4755931
24,4738695
25,4108104
26,3898344
27,4450041
28,3945247
29,4578470
30,4552259
31,3670991
32,4166871
33,4517949
34,3757038
35,4381324
36,4224813
37,4393390
38,3875916
39,4169589
40,4525558
41,4447693
42,4729538
43,4656472
44,4838261
45,4261903
46,3697363
47,3558288
48,4678335
49,4445093
50,4509625
51,4221080
52,4620037
53,3777179
54,3855673
55,4460741
56,4764530
57,4086065
58,4415156
59,4745719
60,3692481
61,3980864
62,4155512
63,4089871
64,4405959
65,5119218
66,4567942
67,5223295
68,4798699
69,4519718
70,4122683
71,3776040
72,4388213
73,3897075
74,4843015
75,4396902
76,4567015
77,4315326
78,4508116
79,4297921
80,4791636
81,4465455
82,4350903
83,4270419
84,5114875
85,3414120
86,4483872
87,4596580
88,4333126
89,4030461
90,4754805
91,4151291
92,3916602
93,4357646
94,4870277
95,4034958
96,4267395
97,4377586
98,3989794
99,4481132
100,4399679
101,3644353
102,4166191
103,3943819
104,4038566
105,3747206
106,4326975
107,4605181
108,4526820
109,4592796
110,4777928
111,4277509
112,4764923
113,4425497
114,4024355
115,4618882
116,3676347
117,4855253
118,4056861
119,4541568
120,4752142
121,4743292
122,4277688
123,5116990
124,3853175
125,3941963
126,4911804
127,3988245
128,4179333
129,4536655
130,3662267
131,4679691
132,4804647
133,3779946
134,4482527
135,4102903
136,4207223
137,4180065
138,4365715
139,4428571
140,4943240
141,3604294
142,4605737
143,3762502
144,4482842
145,4027781
146,4533355
147,3801290
148,4395558
149,4286850
150,4128742
151,3998186
152,4866364
153,4937383
154,3993501
155,4568227
156,4808865
157,4816791
158,4090894
159,4069957
160,3817595
161,4155361
162,4017954
163,5113527
164,5020039
165,4086899
166,4319316
167,4037461
168,4373869
169,4658222
170,4181472
171,3656703
172,3947529
173,4523662
174,4356515
175,3838282
176,5047028
177,4683313
178,4276518
179,4122558
180,4352604
181,4243676
182,4594915
183,4307735
184,4549187
185,3831079
186,4223197
187,4940305
188,4913344
189,4599219
190,4308853
191,4791568
192,4801822
193,4288257
194,4419031
195,4787856
196,4165837
197,3776862
198,4273893
199,4384920
200,4290166
201,4016478
202,4440091
203,4572034
204,4527535
205,4605204
206,4712012
207,4158178
208,4471083
209,4063707
210,4666361
211,4442663
212,3900084
213,3829090
214,4975756
215,3394811
216,4389904
217,4503426
218,4378456
219,3596401
220,4907070
221,4610778
222,4774760
223,4128622
224,4716179
225,4223811
226,4132573
227,4909461
228,3893774
229,4703025
230,4582259
231,4992534
232,4828290
233,4181837
234,4051347
235,4601697
236,4173895
237,4028382
238,4364740
239,4288711
240,4296273
241,4056689
242,3692416
243,4317919
244,4677697
245,4763018
246,4074810
247,4547472
248,4313764
249,4347178
250,3911982
251,4505467
252,4840944
253,4251351
254,4459545
255,4341056
256,4417127
257,4297761
258,3899327
259,4210026
260,4095110
261,4378237
262,4810082
263,4227133
264,3428637
265,4837905
266,4208445
267,5071133
268,4463358
269,4170346
270,3917049
271,3638995
272,4714546
273,4386445
274,4142191
275,5128464
276,5031459
277,4579978
278,4555397
279,4298715
280,4685264
281,4289276
282,3865746
283,4085937
284,4609314
285,3647896
286,4665560
287,4076943
288,4499319
289,4085834
290,4196486
291,4355182
292,3671037
293,4531795
294,4016677
295,4896275
296,4752782
297,4844336
298,4432388
299,4760347
300,4386282
301,4553515
302,4704257
303,4691528
304,4241466
305,4854237
306,4158827
307,4489618
308,3493001
309,4218655
310,4491547
311,4030388
312,4064584
313,4407268
314,3822442
315,4018578
316,3706368
317,4365176
318,4669619
319,4185604
320,4453589
321,3820961
322,4299131
323,4882972
324,4530449
325,4166480
326,4854315
327,4418702
328,4462615
329,5026250
330,4201681
331,4679099
332,4644987
333,5099774
334,4960974
335,4340757
336,3770704
337,4329896
338,4295301
339,3900624
340,4384345
341,4242721
342,4519107
343,4520392
344,4479310
345,4013543
346,4280577
347,4749746
348,3672420
349,4777110
350,4385044
351,4647701
352,4893590
353,4190875
354,3978558
355,4417401
356,4637878
357,4316036
358,4453021
359,4811694
360,4536655
361,4142341
362,4079621
363,4297165
364,4845435
365,4093965
366,3749654
367,3842097
368,3999099
369,4587610
370,4136183
371,4458688
372,4511107
373,4893127
374,4280399
375,4382420
376,4047927
377,3979917
378,4840911
379,4341479
380,4534415
381,4018035
382,3747289
383,4557927
384,4179172
385,5062289
386,4153457
387,4658434
388,4376980
389,4511532
390,4851225
391,3990355
392,4007139
393,4497105
394,4990109
395,3928135
396,4656585
397,4722911
398,4808444
399,4814526
400,3941582
401,4170070
402,3918640
403,4683924
404,3944972
405,4373079
406,4666834
407,4119766
408,3609288
409,3894213
410,3849269
411,4374107
412,4444770
413,4681757
414,4844178
415,4449389
416,5049392
417,3533972
418,4366298
419,4084747
420,4361969
421,4656946
422,4420463
423,4197462
424,4534139
425,4425291
426,4364888
427,3945820
428,4797760
429,3841256
430,3941987
431,4212440
432,3583470
433,4598551
434,4199008
435,4497466
436,4060432
437,3730526
438,3873312
439,4709100
440,4514736
441,4502376
442,4362623
443,4866414
444,4558309
445,4678374
