Id,Prediction
0,4108258
1,3498854
2,3392084
3,3363922
4,3774968
5,4261307
6,4008809
7,3769828
8,4628215
9,3987836
10,4489848
11,4274338
12,4151439
13,4307015
14,4063182
15,4893078
16,4367212
17,3677303
18,5237064
19,3585030
20,2668139
21,4963715
22,4337738
23,4385436
24,4708294
25,3678102
26,3560609
27,4459111
28,3378528
29,4625454
30,4062139
31,3161031
32,3298140
33,4599636
34,3200726
35,4429450
36,3880567
37,4396415
38,3259560
39,3754303
40,4494069
41,4386927
42,4456070
43,4689220
44,4728480
45,3836565
46,3411364
47,2682513
48,4550563
49,4291386
50,4354137
51,3704647
52,4785181
53,3203688
54,3413170
55,4520981
56,4885835
57,3974977
58,4267597
59,4490733
60,3005313
61,3613617
62,4063463
63,4026666
64,4465162
65,5465656
66,4185620
67,5392204
68,4867746
69,4635582
70,4126845
71,3290549
72,4117713
73,3343817
74,4524165
75,4127129
76,4139594
77,4027111
78,4405304
79,4210171
80,4573289
81,4736450
82,3889142
83,4305952
84,5185691
85,2180830
86,4663245
87,4897837
88,4255776
89,3747784
90,4842213
91,4177611
92,3448381
93,4187919
94,4906823
95,3503857
96,4257428
97,4434411
98,4005371
99,4760103
100,4259432
101,2789535
102,3696933
103,3569127
104,3518774
105,3273450
106,4281474
107,4787163
108,4398782
109,4477810
110,4500703
111,4113723
112,4757523
113,4333617
114,4141409
115,4148699
116,3333716
117,4571813
118,3712036
119,4541312
120,4690398
121,4456866
122,4163898
123,4929025
124,3220248
125,4087737
126,4741883
127,3627085
128,3862449
129,4329739
130,2784525
131,4645818
132,4606058
133,3434115
134,4242061
135,3755595
136,4195159
137,4058532
138,4144834
139,4397243
140,5032542
141,2918748
142,4698557
143,2971736
144,4685970
145,3753921
146,4424721
147,3422212
148,4382341
149,4488762
150,3799171
151,3045533
152,4917637
153,5117998
154,3386628
155,4354735
156,4570345
157,4757123
158,3760653
159,3928661
160,3268272
161,4145067
162,3670560
163,4999803
164,4972394
165,3253458
166,4183994
167,3470839
168,4209586
169,4546433
170,3889417
171,3362273
172,3736940
173,4461039
174,4799856
175,3170793
176,5206916
177,4509057
178,4187515
179,3689645
180,4038231
181,4068732
182,4235472
183,4121052
184,4424641
185,3435189
186,3481971
187,4913261
188,4913882
189,4266526
190,4078254
191,4475605
192,4678077
193,3705957
194,4282614
195,4271628
196,4012371
197,2632024
198,3603719
199,4375280
200,4219069
201,3618634
202,3947972
203,4646574
204,4513087
205,4949927
206,4600844
207,4344917
208,4610683
209,3744180
210,4372958
211,4357644
212,3350816
213,3588456
214,5212951
215,2251455
216,4480215
217,4660332
218,4157100
219,2914280
220,5100247
221,4546751
222,4515238
223,4031026
224,4793718
225,4363712
226,3365911
227,4778756
228,3147667
229,4522748
230,4218009
231,4965039
232,4181532
233,3999483
234,3601100
235,4271022
236,4463228
237,3484015
238,4117899
239,4317907
240,4447923
241,4004629
242,3548278
243,4298276
244,4463156
245,4436110
246,3949744
247,4335320
248,4191370
249,4104333
250,3058113
251,4561969
252,4761330
253,4020344
254,3995947
255,3723891
256,4175174
257,4003597
258,3576098
259,3724868
260,4229590
261,3809700
262,4766483
263,4056130
264,2435588
265,4927739
266,4154649
267,5292916
268,4574823
269,3936419
270,3943659
271,2769028
272,4627670
273,4639104
274,3764659
275,5306479
276,4942961
277,4498986
278,4560119
279,4152187
280,4508315
281,3799618
282,3312495
283,3929596
284,4173965
285,2826099
286,4625215
287,4331229
288,4286508
289,3832694
290,4092401
291,4199139
292,3520347
293,4450226
294,3387586
295,4980081
296,4940171
297,5198053
298,4467573
299,4814011
300,4386574
301,4477762
302,4704483
303,4878816
304,4191545
305,4688503
306,3886229
307,4307895
308,2355122
309,3878652
310,4236220
311,3690779
312,3302417
313,4207265
314,3463521
315,3614471
316,2969064
317,4331729
318,4640891
319,3775666
320,3971593
321,3433216
322,3927682
323,4163093
324,4084906
325,3955593
326,4636335
327,4259990
328,4395175
329,4994810
330,3338470
331,4918678
332,4298517
333,5050377
334,4982649
335,4386057
336,3027324
337,4349489
338,3836375
339,3587563
340,4655470
341,4167736
342,4631075
343,4557125
344,4520362
345,4045637
346,3772225
347,4780180
348,3067428
349,4550396
350,4147283
351,4961270
352,4848581
353,3708421
354,3781832
355,4429033
356,4497746
357,4197078
358,4500140
359,4539675
360,4329739
361,4238902
362,3877368
363,4371134
364,4539674
365,3635991
366,2801814
367,3625217
368,3721718
369,4922841
370,3917996
371,4331677
372,4744955
373,5122877
374,3617832
375,4079543
376,3492530
377,3635893
378,4976617
379,4299667
380,4415540
381,3914713
382,3405851
383,4552814
384,3919494
385,5212191
386,3905684
387,4498723
388,4039230
389,4362641
390,5048141
391,3524751
392,3499375
393,4422208
394,4813397
395,3161088
396,4712767
397,4897231
398,5131498
399,4539601
400,3174184
401,3781009
402,3689322
403,4744174
404,3427886
405,4081758
406,4373174
407,4351543
408,2655314
409,3711445
410,3732601
411,3847516
412,4161187
413,4868834
414,4831141
415,3932381
416,4848706
417,2767985
418,3835446
419,3387355
420,4101282
421,4474220
422,4847412
423,3457131
424,4460925
425,4225614
426,4343023
427,3838024
428,4656535
429,3652243
430,3479346
431,3757235
432,2870785
433,4136945
434,3408771
435,4357135
436,3822909
437,3003214
438,3353118
439,4581792
440,4532784
441,4272673
442,4124093
443,4860993
444,4528062
445,4193808
446,5262019
447,4179274
448,4288589
449,4997403
450,4416069
451,3385798
452,3623987
453,4556814
454,4550599
455,4074303
456,3306183
457,3926508
458,3965513
459,2986663
460,4791926
461,4159899
462,4760025
463,3152473
464,4446969
465,3710927
466,4251594
467,3562608
468,3853321
469,4261552
470,3913349
471,4161965
472,3404247
473,4365025
474,4585757
475,3965434
476,3615794
477,4445449
478,3876070
479,4801140
480,3781866
481,4885421
482,3503729
483,4523518
484,5302228
485,3372447
486,4277272
487,4030240
488,4549787
489,3704650
490,4354605
491,3181224
492,4412394
493,4596264
494,4012658
495,4305963
496,4503256
497,4042032
498,4260948
499,4179215
500,4644738
501,2760413
502,3982092
503,4947852
504,3570702
505,3856701
506,3722133
507,4451702
508,3377559
509,4408350
510,4765703
511,4795504
512,2739155
513,4930788
514,3354350
515,2786607
516,3407016
517,4614301
518,4472687
519,4297530
520,3618764
521,4947330
522,5172483
523,4641834
524,4342436
525,4703572
526,2734693
527,4820239
528,5237812
529,4320273
530,3737424
531,3841833
532,4119641
533,3734493
534,4532038
535,3959282
536,4536202
537,3589636
538,3766815
539,4445552
540,4444241
541,3583710
542,3700718
543,4004605
544,3989105
545,3942119
546,3130968
547,4058807
548,3876692
549,3846866
550,3899110
551,4222533
552,3955655
553,4742899
554,4319896
555,4102684
556,3294943
557,4374137
558,3976503
559,4070089
560,4217314
561,4771978
562,2845841
563,4418030
564,3258304
565,4432870
566,3066349
567,4541181
568,4180376
569,3714994
570,4378659
571,4934117
572,4134147
573,4457613
574,4004804
575,3130418
576,9254458
577,4050676
578,3810671
579,4304858
580,3553986
581,4216021
582,4594808
583,3818377
584,4109274
585,4511287
586,3599466
587,3679816
588,5228240
589,4131894
590,3619913
591,3793361
592,3883627
593,3162985
594,3507519
595,3381249
596,3913748
597,3480257
598,4163323
599,4796154
600,4984283
601,4631720
602,4803713
603,2838476
604,2987649
605,3424747
606,3432704
607,3455249
608,2957265
609,4384202
610,4978723
611,2740610
612,4827670
613,4455407
614,4857518
615,3087141
616,4635468
617,4589833
618,5021105
619,4332619
620,4124229
621,5135544
622,4505244
623,4330405
624,3174105
625,4424873
626,4740226
627,4520046
628,3412257
629,3665628
630,5315754
631,4540456
632,4762091
633,4641220
634,2767521
635,3786291
636,4470784
637,3662127
638,3910802
639,4452400
640,4270179
641,4543247
642,3558801
643,4587379
644,4174901
645,3150699
646,4303007
647,3622220
648,3816027
649,3553985
650,3186404
651,3926702
