Id,Prediction
0,4005311
1,3751359
2,3402114
3,3366949
4,3797296
5,4802989
6,4128164
7,3672783
8,4942671
9,3885926
10,4799687
11,4543532
12,4361165
13,4415934
14,4392522
15,4665086
16,4777254
17,3738345
18,5120766
19,3768788
20,2560795
21,5233704
22,4328187
23,5197935
24,5008834
25,4123600
26,3687303
27,4747684
28,3867863
29,4510066
30,4397410
31,3191716
32,3263015
33,4702920
34,3168075
35,4578118
36,4019567
37,4476748
38,3596128
39,3927244
40,4769403
41,4499284
42,4699619
43,4739360
44,5322053
45,4418724
46,3329303
47,2828628
48,4763612
49,4355414
50,4413465
51,3753515
52,5167427
53,3365024
54,3431771
55,4761776
56,5402920
57,3944088
58,4914042
59,4838155
60,3047621
61,3855945
62,4067980
63,4271379
64,4594082
65,5590031
66,4703859
67,5529477
68,5214552
69,4925765
70,4104704
71,3263184
72,4431558
73,3974287
74,4835776
75,4304915
76,5112714
77,4246219
78,4607647
79,4341388
80,5147121
81,4832368
82,4207867
83,4361872
84,5454495
85,2395215
86,4688027
87,4799645
88,4415037
89,3878176
90,4883923
91,4014996
92,3756288
93,4276837
94,5289577
95,3645984
96,4412652
97,4571293
98,3962818
99,4812870
100,4161442
101,2884955
102,3808536
103,3554124
104,3548541
105,3404746
106,4215800
107,4711151
108,4842186
109,4643724
110,4766943
111,4096380
112,4693224
113,4515583
114,4047936
115,4677251
116,3369476
117,5202612
118,3999843
119,4594649
120,4979245
121,4858360
122,4282570
123,5363250
124,3477770
125,3846182
126,5270232
127,3787999
128,4115183
129,4378272
130,2983824
131,4744958
132,5111934
133,3553090
134,4369482
135,3934683
136,4226451
137,3987972
138,4353561
139,4641884
140,5589424
141,2744743
142,4863892
143,3029045
144,4926887
145,3927928
146,4966231
147,3441480
148,4345336
149,4698302
150,3983643
151,3277130
152,5091505
153,5473975
154,3731794
155,4788520
156,5204023
157,4805851
158,3829173
159,4180572
160,3260459
161,3897700
162,3735946
163,5223071
164,5746481
165,3500159
166,4438560
167,3717296
168,4439953
169,4804104
170,4179701
171,3310913
172,3866994
173,4504876
174,4708408
175,3362883
176,5735502
177,5428472
178,4479539
179,3643077
180,4420792
181,4087816
182,4706318
183,4017589
184,4547639
185,3513624
186,3971707
187,5309150
188,5332598
189,4666330
190,4212934
191,4895586
192,5122171
193,3773600
194,4655337
195,4563867
196,4060048
197,2928354
198,4011459
199,4618850
200,4184083
201,3559667
202,4433964
203,4652140
204,4768174
205,4889310
206,4822674
207,4291905
208,4829532
209,3940228
210,4353590
211,5030375
212,3356044
213,3595976
214,5306311
215,2322562
216,4612841
217,4805334
218,4305519
219,2788651
220,5386253
221,4674198
222,4743900
223,4126528
224,5119449
225,4255686
226,3349525
227,5818924
228,3125713
229,5101264
230,4667126
231,5226773
232,4444701
233,4217596
234,3671579
235,4697397
236,4307608
237,3799640
238,4157121
239,4141427
240,4599334
241,3988989
242,3424759
243,4556083
244,5108054
245,4630869
246,4106112
247,4850665
248,4511192
249,4212981
250,2873418
251,4581571
252,5270700
253,4269020
254,4680233
255,3858165
256,4278430
257,4388015
258,3908019
259,3944702
260,4317623
261,4014281
262,5293850
263,4327445
264,2613699
265,5219047
266,4186041
267,5741784
268,4833113
269,4155335
270,3692387
271,2957528
272,4687168
273,4728653
274,4035911
275,5273887
276,5753283
277,5351759
278,4735310
279,4266967
280,5022699
281,3868616
282,3393376
283,3867094
284,4944637
285,2827959
286,5109173
287,4063528
288,4415748
289,3764038
290,4307732
291,4410647
292,3432502
293,4942271
294,3424115
295,5316110
296,4851768
297,5115424
298,4528102
299,4868637
300,4479910
301,4695955
302,4891219
303,5084433
304,4109697
305,4757072
306,4482159
307,4464785
308,2512234
309,4116898
310,4425686
311,3895380
312,3566321
313,4318633
314,3516176
315,3686959
316,3021990
317,4399192
318,5098268
319,3863322
320,4101703
321,3779169
322,4211378
323,4537942
324,4610993
325,4206036
326,4789521
327,4512529
328,4615074
329,5133824
330,3336829
331,4667928
332,4637525
333,5542952
334,5195288
335,4631006
336,3274531
337,4585844
338,4103337
339,3402562
340,4459481
341,4733589
342,4669933
343,4807220
344,4308252
345,4070817
346,3918825
347,4836105
348,3073481
349,4996697
350,4494895
351,5099684
352,5590119
353,3805381
354,3923515
355,4387685
356,5229740
357,4419534
358,4881725
359,4893829
360,4347727
361,4300814
362,4036253
363,4478448
364,5020978
365,3737908
366,2774478
367,3864706
368,3944909
369,4729948
370,3954961
371,4573799
372,4602930
373,5093211
374,3621783
375,4581678
376,3731516
377,3831431
378,4943015
379,4662155
380,4757920
381,3937187
382,3398600
383,4798148
384,4060173
385,5740951
386,3972874
387,4695164
388,4441322
389,4389664
390,5301467
391,3749368
392,3678888
393,4609788
394,5214932
395,3548364
396,4845668
397,5051403
398,4991508
399,5113406
400,3382957
401,3998420
402,3690656
403,4739538
404,3647936
405,4415370
406,4528996
407,4439469
408,2804369
409,3859436
410,3702751
411,3999538
412,4372743
413,4903269
414,5363584
415,4135205
416,5406387
417,2767077
418,4297403
419,3731386
420,4497863
421,4968054
422,4426773
423,4031935
424,4613057
425,4479750
426,4445914
427,3728283
428,4828673
429,3406672
430,3559806
431,3848633
432,2798816
433,4282099
434,3808021
435,4536871
436,3969191
437,3356053
438,3531460
439,5122241
440,4752407
441,4731478
442,4165475
443,4687520
444,4728708
445,4399501
446,5515730
447,4696779
448,4629891
449,5907964
450,4863301
451,3717461
452,3612336
453,5006760
454,4959861
455,4144481
456,3352417
457,3902066
458,4424100
459,3254242
460,4943148
461,4479440
462,4884202
463,3346091
464,4619816
465,3660185
466,4155904
467,3535972
468,4307620
469,4393831
470,4090709
471,4407419
472,3235222
473,4574160
474,4791844
475,3949632
476,3827713
477,4869115
478,4224609
479,4884304
480,3861767
481,5458895
482,3785436
483,4804849
484,5342130
485,3363099
486,4640939
487,4208898
488,4900130
489,3960899
490,4719408
491,3445051
492,4515998
493,4807640
494,4346720
495,4249251
496,4774191
497,3933923
498,4263424
499,4299383
500,4542613
501,2821013
502,4148506
503,5271652
504,3657599
505,4074541
506,3806991
507,4472483
508,3441485
509,4526201
510,5070321
511,5030077
512,2813350
513,4856757
514,3712568
515,2788640
516,3577140
517,4577300
518,4338837
519,4588174
520,3842444
521,5052409
522,5454495
523,5350715
524,4184464
525,4770316
526,2653076
527,4786665
528,5442638
529,4607017
530,3897397
531,3990532
532,4647852
533,4115575
534,4948881
535,4093010
536,4458958
537,3555615
538,3724235
539,4971651
540,4550399
541,3644791
542,3751567
543,4176932
544,4323808
545,4878350
546,3097544
547,4040203
548,3862306
549,4183698
550,3895016
551,4336646
552,3969837
553,4912004
554,4570322
555,4455895
556,3562389
557,4901790
558,4007382
559,4321995
560,4205834
561,5413477
562,2744194
563,4722646
564,3343393
565,4613996
566,3426979
567,5229884
568,4180216
569,3734918
570,4245670
571,5107182
572,4334180
573,5016318
574,4030482
575,3240497
576,5731653
577,4030838
578,4007249
579,4338250
580,3723226
581,4464275
582,5328558
583,3853933
584,4110799
585,4691235
586,3591609
587,3969568
588,4864503
589,4177224
590,3933473
591,4280794
592,4277083
593,3253767
594,3648432
595,3440594
596,3986054
597,3724758
598,4440799
599,5265148
600,4981457
601,4960425
602,4878826
603,3484811
604,2913451
605,3376020
606,3130648
607,3640916
608,2861303
609,4779309
610,5357705
611,2704788
612,4540396
613,4555975
614,5301493
615,3152404
616,4768095
617,4837204
618,5617449
619,4091713
620,4294900
621,5291746
622,4776753
623,4767531
624,3190117
625,4839912
626,4645233
627,4849035
628,3654903
629,3802007
630,5793875
631,5040131
632,5102705
633,5055643
634,2958160
635,3847606
636,4837147
637,4169498
638,4084526
639,4507339
640,4890306
641,4824452
642,3450032
643,4947120
