Id,Prediction
0,4003311
1,3749359
2,3400114
3,3364949
4,3795296
5,4800989
6,4126164
7,3670783
8,4940671
9,3883926
10,4797687
11,4541532
12,4359165
13,4413934
14,4390522
15,4663086
16,4775254
17,3736345
18,5118766
19,3766788
20,2558795
21,5231704
22,4326187
23,5195935
24,5006834
25,4121600
26,3685303
27,4745684
28,3865863
29,4508066
30,4395410
31,3189716
32,3261015
33,4700920
34,3166075
35,4576118
36,4017567
37,4474748
38,3594128
39,3925244
40,4767403
41,4497284
42,4697619
43,4737360
44,5320053
45,4416724
46,3327303
47,2826628
48,4761612
49,4353414
50,4411465
51,3751515
52,5165427
53,3363024
54,3429771
55,4759776
56,5400920
57,3942088
58,4912042
59,4836155
60,3045621
61,3853945
62,4065980
63,4269379
64,4592082
65,5588031
66,4701859
67,5527477
68,5212552
69,4923765
70,4102704
71,3261184
72,4429558
73,3972287
74,4833776
75,4302915
76,5110714
77,4244219
78,4605647
79,4339388
80,5145121
81,4830368
82,4205867
83,4359872
84,5452495
85,2393215
86,4686027
87,4797645
88,4413037
89,3876176
90,4881923
91,4012996
92,3754288
93,4274837
94,5287577
95,3643984
96,4410652
97,4569293
98,3960818
99,4810870
100,4159442
101,2882955
102,3806536
103,3552124
104,3546541
105,3402746
106,4213800
107,4709151
108,4840186
109,4641724
110,4764943
111,4094380
112,4691224
113,4513583
114,4045936
115,4675251
116,3367476
117,5200612
118,3997843
119,4592649
120,4977245
121,4856360
122,4280570
123,5361250
124,3475770
125,3844182
126,5268232
127,3785999
128,4113183
129,4376272
130,2981824
131,4742958
132,5109934
133,3551090
134,4367482
135,3932683
136,4224451
137,3985972
138,4351561
139,4639884
140,5587424
141,2742743
142,4861892
143,3027045
144,4924887
145,3925928
146,4964231
147,3439480
148,4343336
149,4696302
150,3981643
151,3275130
152,5089505
153,5471975
154,3729794
155,4786520
156,5202023
157,4803851
158,3827173
159,4178572
160,3258459
161,3895700
162,3733946
163,5221071
164,5744481
165,3498159
166,4436560
167,3715296
168,4437953
169,4802104
170,4177701
171,3308913
172,3864994
173,4502876
174,4706408
175,3360883
176,5733502
177,5426472
178,4477539
179,3641077
180,4418792
181,4085816
182,4704318
183,4015589
184,4545639
185,3511624
186,3969707
187,5307150
188,5330598
189,4664330
190,4210934
191,4893586
192,5120171
193,3771600
194,4653337
195,4561867
196,4058048
197,2926354
198,4009459
199,4616850
200,4182083
201,3557667
202,4431964
203,4650140
204,4766174
205,4887310
206,4820674
207,4289905
208,4827532
209,3938228
210,4351590
211,5028375
212,3354044
213,3593976
214,5304311
215,2320562
216,4610841
217,4803334
218,4303519
219,2786651
220,5384253
221,4672198
222,4741900
223,4124528
224,5117449
225,4253686
226,3347525
227,5816924
228,3123713
229,5099264
230,4665126
231,5224773
232,4442701
233,4215596
234,3669579
235,4695397
236,4305608
237,3797640
238,4155121
239,4139427
240,4597334
241,3986989
242,3422759
243,4554083
244,5106054
245,4628869
246,4104112
247,4848665
248,4509192
249,4210981
250,2871418
251,4579571
252,5268700
253,4267020
254,4678233
255,3856165
256,4276430
257,4386015
258,3906019
259,3942702
260,4315623
261,4012281
262,5291850
263,4325445
264,2611699
265,5217047
266,4184041
267,5739784
268,4831113
269,4153335
270,3690387
271,2955528
272,4685168
273,4726653
274,4033911
275,5271887
276,5751283
277,5349759
278,4733310
279,4264967
280,5020699
281,3866616
282,3391376
283,3865094
284,4942637
285,2825959
286,5107173
287,4061528
288,4413748
289,3762038
290,4305732
291,4408647
292,3430502
293,4940271
294,3422115
295,5314110
296,4849768
297,5113424
298,4526102
299,4866637
300,4477910
301,4693955
302,4889219
303,5082433
304,4107697
305,4755072
306,4480159
307,4462785
308,2510234
309,4114898
310,4423686
311,3893380
312,3564321
313,4316633
314,3514176
315,3684959
316,3019990
317,4397192
318,5096268
319,3861322
320,4099703
321,3777169
322,4209378
323,4535942
324,4608993
325,4204036
326,4787521
327,4510529
328,4613074
329,5131824
330,3334829
331,4665928
332,4635525
333,5540952
334,5193288
335,4629006
336,3272531
337,4583844
338,4101337
339,3400562
340,4457481
341,4731589
342,4667933
343,4805220
344,4306252
345,4068817
346,3916825
347,4834105
348,3071481
349,4994697
350,4492895
351,5097684
352,5588119
353,3803381
354,3921515
355,4385685
356,5227740
357,4417534
358,4879725
359,4891829
360,4345727
361,4298814
362,4034253
363,4476448
364,5018978
365,3735908
366,2772478
367,3862706
368,3942909
369,4727948
370,3952961
371,4571799
372,4600930
373,5091211
374,3619783
375,4579678
376,3729516
377,3829431
378,4941015
379,4660155
380,4755920
381,3935187
382,3396600
383,4796148
384,4058173
385,5738951
386,3970874
387,4693164
388,4439322
389,4387664
390,5299467
391,3747368
392,3676888
393,4607788
394,5212932
395,3546364
396,4843668
397,5049403
398,4989508
399,5111406
400,3380957
401,3996420
402,3688656
403,4737538
404,3645936
405,4413370
406,4526996
407,4437469
408,2802369
409,3857436
410,3700751
411,3997538
412,4370743
413,4901269
414,5361584
415,4133205
416,5404387
417,2765077
418,4295403
419,3729386
420,4495863
421,4966054
422,4424773
423,4029935
424,4611057
425,4477750
426,4443914
427,3726283
428,4826673
429,3404672
430,3557806
431,3846633
432,2796816
433,4280099
434,3806021
435,4534871
436,3967191
437,3354053
438,3529460
439,5120241
440,4750407
441,4729478
442,4163475
443,4685520
444,4726708
445,4397501
446,5513730
447,4694779
448,4627891
449,5905964
450,4861301
451,3715461
452,3610336
453,5004760
454,4957861
455,4142481
456,3350417
457,3900066
458,4422100
459,3252242
460,4941148
461,4477440
462,4882202
463,3344091
464,4617816
465,3658185
466,4153904
467,3533972
468,4305620
469,4391831
470,4088709
471,4405419
472,3233222
473,4572160
474,4789844
475,3947632
476,3825713
477,4867115
478,4222609
479,4882304
480,3859767
481,5456895
482,3783436
483,4802849
484,5340130
485,3361099
486,4638939
487,4206898
488,4898130
489,3958899
490,4717408
491,3443051
492,4513998
493,4805640
494,4344720
495,4247251
496,4772191
497,3931923
498,4261424
499,4297383
500,4540613
501,2819013
502,4146506
503,5269652
504,3655599
505,4072541
506,3804991
507,4470483
508,3439485
509,4524201
510,5068321
511,5028077
512,2811350
513,4854757
514,3710568
515,2786640
516,3575140
517,4575300
518,4336837
519,4586174
520,3840444
521,5050409
522,5452495
523,5348715
524,4182464
525,4768316
526,2651076
527,4784665
528,5440638
529,4605017
530,3895397
531,3988532
532,4645852
533,4113575
534,4946881
535,4091010
536,4456958
537,3553615
538,3722235
539,4969651
540,4548399
541,3642791
542,3749567
543,4174932
544,4321808
545,4876350
546,3095544
547,4038203
548,3860306
549,4181698
550,3893016
551,4334646
552,3967837
553,4910004
554,4568322
555,4453895
556,3560389
557,4899790
558,4005382
559,4319995
560,4203834
561,5411477
562,2742194
563,4720646
564,3341393
565,4611996
566,3424979
567,5227884
568,4178216
569,3732918
570,4243670
571,5105182
572,4332180
573,5014318
574,4028482
575,3238497
576,5729653
577,4028838
578,4005249
579,4336250
580,3721226
581,4462275
582,5326558
583,3851933
584,4108799
585,4689235
586,3589609
587,3967568
588,4862503
589,4175224
590,3931473
591,4278794
592,4275083
593,3251767
594,3646432
595,3438594
596,3984054
597,3722758
598,4438799
599,5263148
600,4979457
601,4958425
602,4876826
603,3482811
604,2911451
605,3374020
606,3128648
607,3638916
608,2859303
609,4777309
610,5355705
611,2702788
612,4538396
613,4553975
614,5299493
615,3150404
616,4766095
617,4835204
618,5615449
619,4089713
620,4292900
621,5289746
622,4774753
623,4765531
624,3188117
625,4837912
626,4643233
627,4847035
628,3652903
629,3800007
630,5791875
631,5038131
632,5100705
633,5053643
634,2956160
635,3845606
636,4835147
637,4167498
638,4082526
639,4505339
640,4888306
641,4822452
642,3448032
643,4945120
644,4649711
645,3339730
646,4620127
647,3747730
648,3874443
649,3945639
650,3836730
651,4306436
652,5197351
653,4820629
654,4021229
655,5183177
656,3887217
657,4922748
658,5175591
659,4383903
660,4971026
661,5203744
662,4835919
663,4818180
664,4188651
665,3616400
666,5507531
667,3651564
668,4266094
669,4275542
670,5175581
671,5084237
672,3708573
673,4388354
674,4520909
675,3261026
676,3969920
677,3424945
678,3709519
679,4888139
680,3726971
681,4477897
682,3534865
683,4624634
684,4687438
685,4821535
686,3669439
687,2896999
688,5140890
689,3757774
690,4005355
691,3700242
692,3529429
693,3637750
694,3438638
695,3444845
696,4196458
697,4968206
698,4204561
699,3339795
700,5449091
701,4171924
702,4279638
703,5035146
704,5108075
705,5392960
706,4850115
707,4380600
708,4595853
709,3972067
710,4531549
711,5074857
712,4068224
713,4084215
714,4751578
715,4367918
716,3590234
717,4438604
718,4867359
719,5277765
720,4645981
721,5448783
722,4773345
723,2839261
724,4489138
725,3931285
726,2950825
727,3748882
728,4002663
729,3610384
730,3879702
731,4193969
732,3655504
733,5761603
734,4317708
735,4477459
736,3495591
737,4324834
738,3324423
739,4293146
740,4634281
741,4636969
742,4116224
743,4755253
744,4709823
745,5289372
746,3324147
747,5537779
748,4846547
749,4728952
750,5438314
751,4242542
752,4012127
753,2491481
754,3676868
755,3456031
756,3906203
757,5033289
758,3615531
759,5139284
760,3731158
761,4025291
762,3502655
763,3723087
764,5061949
765,5711220
766,4664730
767,3698838
768,4250102
769,4777474
770,4010249
771,4174334
772,4535042
773,4198390
774,4431232
775,4396653
776,3662460
777,4157435
778,4493024
779,4052395
780,3424632
781,4369667
782,5069864
783,3563502
784,4542372
785,3616435
786,5515113
787,4711040
788,4918990
789,4615825
790,3233754
791,4694388
792,3592237
793,3335424
794,3664955
795,4528809
796,3297735
797,3596709
798,3925089
799,4763579
800,5155180
801,4191145
802,4427470
803,3913257
804,4114988
805,4205800
806,4846860
807,5016548
808,3819351
809,2790083
810,4568914
811,4696912
812,4820192
813,4284172
814,2883759
815,4616026
816,3935033
817,3463299
818,4094991
819,3207147
820,4133435
821,4648484
822,4169914
823,4374583
824,3981864
825,4311124
826,4649521
827,2840490
828,5291094
829,4008233
830,4913928
831,4752882
832,4476982
833,5362102
834,5229775
835,3855332
836,2514856
837,4405731
838,3859148
839,2619375
840,4026343
841,3206704
842,5105680
843,4377398
844,4940144
845,4639164
846,4544518
847,4869823
848,3408800
849,3900320
850,3926264
851,4000819
852,5509766
853,3531318
854,3728206
855,3648131
856,5153692
857,4409651
858,3735013
859,4930891
860,4339993
861,4853881
862,3610865
863,4337562
864,5182255
865,4876950
866,4050683
867,3092445
868,4804146
869,5117182
870,2862610
871,4692518
872,4546411
873,4203625
874,4485185
875,3221852
876,3347852
877,4970583
878,3129318
879,4941698
880,3559488
881,3766458
882,4835053
883,4285158
884,4581608
885,4786875
886,4080246
887,4872724
888,3387475
889,4559236
890,3804944
891,4282774
892,5111531
893,3888204
894,4901020
895,4563829
896,4423615
897,4164678
898,4396595
899,4827804
900,3733315
901,5184079
902,4895632
903,4330908
904,3074117
905,4250904
906,4127893
907,4216926
908,4602823
909,3542056
910,4558271
911,5046310
912,3918142
913,4010438
914,3962866
915,5039205
916,2500759
917,5459858
918,3833587
919,4537841
920,3909050
921,3516578
922,4687459
923,4330048
924,4789644
925,5582952
926,4928201
927,3971104
928,5220642
929,4306124
930,4170429
931,3066949
932,4494282
933,5330558
934,4254198
935,4027028
936,3268727
937,4211957
938,3992730
939,5357259
940,4945395
941,4449316
942,3995239
943,5016833
944,4702434
945,2649113
946,5237480
947,4511806
948,4552529
949,3362098
950,4907742
951,4070240
952,3674703
953,4226272
954,5504972
955,4604119
956,4717481
957,5117724
958,4736388
959,4390408
960,5038678
961,4722552
962,4674836
963,5183164
964,5505187
965,3449106
966,4985235
967,5123745
968,3263461
969,3315648
970,3549414
971,3984099
972,3409282
973,3227799
974,3752816
975,3473411
976,3145758
977,4743602
978,4057128
979,5369907
980,4626863
981,2589294
982,4283242
983,5010863
984,5371634
985,4518343
986,3568569
987,4485481
988,5125183
989,4151757
990,4400483
991,2612780
992,4941802
993,5073142
994,5108965
995,3126698
996,3967475
997,5002013
998,4121646
999,5038461
1000,4378826
1001,3800546
1002,4204260
1003,5379975
1004,5089478
1005,4631466
1006,5622228
1007,4339977
1008,3148095
1009,3865688
1010,3945925
1011,4640506
1012,3908523
1013,4794427
1014,4644779
1015,4886228
1016,4911979
1017,4483889
1018,4093216
1019,4076531
1020,4595443
1021,3839503
1022,4476083
1023,3560893
1024,4412891
1025,4506374
1026,4451575
1027,3903534
1028,4670678
1029,3845793
1030,5798569
1031,3762036
1032,3078035
1033,5060452
1034,4607624
1035,4099716
1036,4537973
1037,3855338
1038,4823531
1039,5301518
1040,4326842
1041,3673951
1042,2978973
1043,4442067
1044,4740740
1045,5125145
1046,4825096
1047,4827651
1048,4131884
1049,4456730
1050,5358456
1051,3818386
1052,4012548
1053,3633408
1054,5390884
1055,2773626
1056,5720498
1057,5030927
1058,2764637
1059,4371042
1060,4613658
1061,4712835
1062,4976401
1063,4637622
1064,4885334
1065,3831259
1066,5045919
1067,4613162
1068,4741234
1069,4282676
1070,4086014
1071,4335950
1072,4633827
1073,5481660
1074,5620777
1075,3909164
1076,4143587
1077,3768911
1078,3402915
1079,5291031
1080,3973737
1081,4184737
1082,3805104
1083,4657062
1084,3726402
1085,2444794
1086,5139403
1087,3765591
1088,4342311
1089,3704222
1090,4688114
1091,3730854
1092,4584905
1093,4363024
1094,4523368
1095,4068689
1096,2716321
1097,4277543
1098,3684735
1099,4402379
1100,4138488
1101,4681704
1102,4083067
1103,4345129
1104,4542605
1105,3977972
1106,3839247
1107,5101897
1108,4509428
1109,4463044
1110,4681099
1111,5002363
1112,4230469
1113,3641810
1114,3803785
1115,3536148
1116,3755860
1117,5429698
1118,4889306
1119,3575381
1120,4381611
1121,2315556
1122,4660732
1123,3736420
1124,3847739
1125,5165110
1126,4774324
1127,2907811
1128,4277935
1129,4324759
1130,4446099
1131,5293300
1132,4180891
1133,3595761
1134,4613050
1135,2757284
1136,4772314
1137,3324369
1138,4869088
1139,4851615
1140,4946892
1141,4487763
1142,4806047
1143,3725906
1144,3674291
1145,4566339
1146,4050963
1147,5392917
1148,4125416
1149,4533717
1150,4188595
1151,2446184
1152,4235604
1153,4737337
1154,4558565
1155,3470669
1156,4363197
