Id,Prediction
0,4179437
1,3682378
2,3491263
3,3417004
4,4070504
5,4579938
6,4114684
7,3804772
8,5040917
9,4054832
10,4598253
11,4934007
12,4504045
13,4583761
14,4422891
15,4759367
16,4827009
17,3884289
18,5363220
19,3814444
20,2917540
21,5057130
22,4590411
23,5406856
24,5181877
25,4042015
26,3704819
27,5113749
28,3883392
29,4930328
30,4259879
31,3351981
32,3332735
33,4926566
34,3180382
35,4463082
36,4102206
37,4792174
38,3393881
39,3747050
40,4829450
41,4634217
42,4950547
43,5020860
44,5560626
45,4516253
46,3392639
47,2829463
48,4759068
49,4515197
50,4443128
51,3783740
52,5025424
53,3357224
54,3506794
55,4572295
56,5794392
57,4224077
58,4786470
59,5164429
60,3061960
61,3895939
62,4014158
63,4273637
64,4744947
65,5964209
66,4558255
67,5733937
68,5138245
69,4861706
70,4172653
71,3294367
72,4295367
73,4086164
74,5258116
75,4419952
76,4864560
77,4241808
78,4777331
79,4496023
80,5549966
81,4939478
82,4029713
83,4491512
84,5485455
85,2204928
86,4644982
87,4993114
88,4660509
89,3858820
90,5208560
91,4195553
92,3917731
93,4454953
94,5354376
95,3530050
96,4620339
97,4684075
98,4078559
99,4839448
100,4335650
101,2849877
102,3770702
103,3664250
104,4032097
105,3498673
106,4521421
107,4978840
108,5053348
109,5001294
110,5052823
111,4320359
112,4668120
113,4825511
114,4125375
115,4636268
116,3394583
117,5105153
118,4017770
119,4831187
120,4916859
121,4899395
122,4222421
123,5587190
124,3505508
125,4170670
126,5387575
127,3870418
128,4213273
129,4401396
130,2967740
131,4902405
132,5272790
133,3594008
134,4357351
135,4044561
136,4248702
137,4162494
138,4554844
139,4467509
140,5877226
141,2933809
142,4939339
143,3177212
144,4967201
145,3997474
146,4958785
147,3594132
148,4402547
149,4781213
150,4120171
151,3394896
152,5192996
153,5686631
154,3602550
155,5099782
156,5194195
157,4933769
158,3779969
159,4056646
160,3315947
161,4204539
162,3927483
163,5248391
164,6319923
165,3456696
166,4452628
167,3901135
168,4463213
169,4862585
170,4108400
171,3395853
172,3899847
173,4966760
174,4960522
175,3472659
176,5718159
177,5134897
178,4389160
179,3666600
180,4379516
181,4475958
182,4860749
183,4043055
184,4648857
185,3612633
186,3875076
187,5333350
188,5549486
189,4804921
190,4442866
191,5015427
192,5445360
193,3939138
194,4642104
195,4621257
196,4223711
197,2799043
198,3740360
199,4530808
200,4335510
201,3888595
202,4520978
203,4883926
204,5130088
205,5242488
206,4878248
207,4396847
208,4721495
209,3890780
210,4513044
211,4975516
212,3563844
213,3506974
214,5607475
215,2310406
216,4718939
217,5080781
218,4127682
219,2952294
220,5484649
221,4810606
222,5047791
223,4168616
224,4890504
225,4524571
226,3655897
227,6243822
228,3346916
229,4976850
230,4669024
231,5783087
232,4257106
233,4317361
234,3845018
235,4808067
236,4355203
237,3626981
238,4369798
239,4578966
240,4516477
241,4240469
242,3574655
243,4450808
244,4941294
245,4838803
246,4123248
247,4733292
248,4629699
249,4464292
250,3109275
251,4719009
252,5747407
253,4314631
254,4634909
255,3776634
256,4532785
257,4605679
258,3769201
259,4159567
260,4427702
261,4046393
262,5599559
263,4397446
264,2600043
265,5492967
266,4383259
267,6270203
268,4891892
269,4335797
270,3851275
271,3091203
272,4828605
273,4839836
274,3917653
275,5608289
276,6117965
277,5546500
278,4762767
279,4229931
280,5137851
281,3989725
282,3357962
283,4029474
284,4843096
285,3039135
286,5098642
287,4268981
288,4616851
289,3891256
290,4244604
291,4458467
292,3528605
293,4892741
294,3746923
295,5388331
296,5357039
297,5528192
298,4701783
299,4933773
300,4658666
301,4911560
302,5077766
303,5583069
304,4256702
305,4781003
306,4130255
307,4877197
308,2468133
309,4367209
310,4496153
311,3925608
312,3389781
313,4245623
314,3623359
315,3849764
316,3157629
317,4573540
318,5586822
319,4073863
320,4035565
321,3766709
322,4122775
323,4403958
324,4432985
325,4280852
326,4971138
327,4523977
328,4687580
329,5398216
330,3373850
331,4937142
332,4822595
333,5634292
334,5392630
335,4634137
336,3189727
337,4802775
338,4086303
339,3542813
340,4899088
341,4781670
342,4895185
343,4809483
344,4562840
345,4027207
346,3873023
347,5505151
348,3238229
349,4810381
350,4521416
351,5283980
352,5723532
353,3835282
354,3789756
355,4674663
356,5207954
357,4610030
358,4986444
359,5082623
360,4401396
361,4224557
362,4111176
363,4703687
364,5354742
365,3802328
366,3143956
367,4004333
368,3958180
369,4870446
370,4025783
371,4601062
372,4712735
373,5287964
374,3700660
375,4797586
376,3950594
377,3971085
378,4957073
379,4566794
380,4949856
381,4037323
382,3509021
383,4888803
384,4069655
385,5933235
386,4038377
387,4809841
388,4751630
389,4443019
390,5297649
391,3692762
392,3675169
393,4601561
394,5444220
395,3480880
396,5289770
397,5343033
398,5430717
399,5298733
400,3483316
401,3865173
402,3808669
403,4738641
404,3591813
405,4370411
406,4667013
407,4475973
408,2819413
409,3846882
410,3638825
411,3939105
412,4729047
413,5055808
414,5305428
415,4087977
416,5300173
417,2756814
418,4102563
419,3746189
420,4546477
421,4957590
422,4844213
423,3906203
424,4803194
425,4642594
426,4525474
427,3817575
428,4842753
429,3493338
430,3879128
431,4088245
432,2844629
433,4329477
434,3625590
435,4601326
436,4123919
437,3278679
438,3523581
439,5362490
440,4870467
441,4825965
442,4763913
443,4656889
444,4747607
445,4440782
446,5728810
447,4526169
